0.446428571,0.375
0.535714285,0.526315789
0.339285714,0.732142857
0.642857142,0.696428571
0.446428571,0.767857142
0.517857142,0.803571428
0.821428571,0.785714285
0.22,0.25
0.25,0.285714285
0.732142857,0.607142857
0.428571428,0.535714285
0.660714285,0.535714285
0.482142857,0.589285714
0.678571428,0.839285714
0.464285714,0.607142857
0.553571428,0.767857142
0.303571428,0.75
0.303571428,0.464285714
0.285714285,0.339285714
0.428571428,0.428571428
0.303571428,0.357142857
0.535714285,0.696428571
0.589285714,0.535714285
0.607142857,0.714285714
0.446428571,0.446428571
0.5,0.589285714
0.291666666,0.75
0.366197183,0.392857142
0.910714285,1
0.107142857,0.428571428
0.267857142,0.517857142
0.275,0.446428571
0.285714285,0.482142857
0.337209302,0.535714285
0.582278481,0.607142857
0.357142857,0.589285714
0.5,0.75
0,0.178571428
0.25,0.589285714
0.339285714,0.464285714
